benchmark,cpu_time,number_of_decisions,status,wall_time
j2048_3,4.23s,10946053.0,OPTIMAL,4.34s
j2048_4,9.42s,8159207.0,OPTIMAL,9.95s
j2048_5,2.79s,5932512.0,OPTIMAL,2.89s
j2048_6,6.29s,7660602.0,OPTIMAL,6.48s
j2048_7,1.93s,3844250.0,OPTIMAL,2.02s
j2048_8,3.77s,6051592.0,OPTIMAL,3.92s
j2048_9,2.87s,5305724.0,OPTIMAL,2.98s
j2049_1,1.24s,498158.0,OPTIMAL,1.38s
j2049_10,1.04s,930590.0,OPTIMAL,1.19s
j2049_2,837.36ms,974803.0,OPTIMAL,908.80ms
j2049_3,1.27s,909979.0,OPTIMAL,1.60s
j2049_4,831.81ms,348849.0,OPTIMAL,1.03s
j2049_5,866.80ms,837673.0,OPTIMAL,953.04ms
j2049_6,1.03s,420321.0,OPTIMAL,1.14s
j2049_7,1.17s,1160929.0,OPTIMAL,1.29s
j2049_8,1.09s,771754.0,OPTIMAL,1.19s
j2049_9,2.51s,1505271.0,OPTIMAL,2.62s
j2050_1,791.80ms,776112.0,OPTIMAL,938.32ms
j2050_10,761.84ms,1099311.0,OPTIMAL,856.41ms
j2050_2,1.19s,1171780.0,OPTIMAL,1.27s
j2050_3,979.92ms,1795226.0,OPTIMAL,1.04s
j2050_4,1.47s,1574411.0,OPTIMAL,1.69s
j2050_5,1.31s,1446351.0,OPTIMAL,1.41s
j2050_6,1.57s,1551178.0,OPTIMAL,1.65s
j2050_7,713.82ms,1157376.0,OPTIMAL,848.22ms
j2050_8,1.45s,1686192.0,OPTIMAL,1.99s
j2050_9,1.06s,1320871.0,OPTIMAL,1.15s
j2051_1,2.02s,2718791.0,OPTIMAL,2.32s
j2051_10,1.54s,3260901.0,OPTIMAL,1.63s
j2051_2,2.31s,3511545.0,OPTIMAL,2.67s
j2051_3,1.58s,1782457.0,OPTIMAL,1.65s
j2051_4,1.83s,2287490.0,OPTIMAL,1.89s
j2051_5,1.05s,1460176.0,OPTIMAL,1.50s
j2051_6,1.59s,1922166.0,OPTIMAL,1.68s
j2051_7,2.74s,1672674.0,OPTIMAL,3.05s
j2051_8,2.23s,1637024.0,OPTIMAL,2.48s
j2051_9,2.90s,3943917.0,OPTIMAL,3.05s
j2052_1,3.13s,3274482.0,OPTIMAL,3.34s
j2052_10,4.68s,2797179.0,OPTIMAL,4.82s
j2052_2,3.03s,3875283.0,OPTIMAL,3.13s
j2052_3,1.60s,2850049.0,OPTIMAL,2.36s
j2052_4,2.51s,2979597.0,OPTIMAL,2.59s
j2052_5,1.97s,3094135.0,OPTIMAL,2.08s
j2052_6,2.73s,3204363.0,OPTIMAL,2.84s
j2052_7,3.41s,3447985.0,OPTIMAL,3.54s
j2052_8,2.49s,3393321.0,OPTIMAL,2.56s
j2052_9,3.58s,4142262.0,OPTIMAL,3.72s
j2053_1,45.88s,1789112.0,OPTIMAL,46.25s
j2053_10,21.57s,2046705.0,OPTIMAL,21.81s
j2053_2,35.10s,1662644.0,OPTIMAL,35.33s
j2053_3,59.74s,2299794.0,SATISFIABLE,60.22s
j2053_4,41.42s,2227789.0,OPTIMAL,41.92s
j2053_5,11.05s,2626129.0,OPTIMAL,11.23s
j2053_6,5.61s,1935155.0,OPTIMAL,5.70s
j2053_7,8.30s,1563436.0,OPTIMAL,8.45s
j2053_8,4.24s,1699322.0,OPTIMAL,4.38s
j2053_9,20.86s,2480279.0,OPTIMAL,21.13s
j2054_1,2.76s,3810678.0,OPTIMAL,3.33s
j2054_10,3.62s,2911758.0,OPTIMAL,3.77s
j2054_2,2.24s,3885014.0,OPTIMAL,2.32s
j2054_3,2.30s,2738905.0,OPTIMAL,2.37s
j2054_4,2.72s,3041220.0,OPTIMAL,2.83s
j2054_5,5.05s,6231848.0,OPTIMAL,5.77s
j2054_6,9.69s,3872500.0,OPTIMAL,10.00s
j2054_7,3.02s,4361320.0,OPTIMAL,3.10s
j2054_8,6.89s,3905601.0,OPTIMAL,7.02s
j2054_9,2.62s,3692898.0,OPTIMAL,2.79s
j2055_1,4.80s,5561863.0,OPTIMAL,4.91s
j2055_10,5.36s,7161757.0,OPTIMAL,5.48s
j2055_2,3.76s,4064662.0,OPTIMAL,3.95s
j2055_3,6.90s,8899873.0,OPTIMAL,7.16s
j2055_4,4.15s,5408990.0,OPTIMAL,4.60s
j2055_5,6.92s,6982805.0,OPTIMAL,7.04s
j2055_6,3.11s,4217092.0,OPTIMAL,3.51s
j2055_7,3.87s,5971710.0,OPTIMAL,3.98s
j2055_8,3.84s,4164931.0,OPTIMAL,4.01s
j2055_9,4.66s,6589931.0,OPTIMAL,4.77s
j2056_1,3.10s,3990326.0,OPTIMAL,3.25s
j2056_10,5.13s,10036262.0,OPTIMAL,7.82s
j2056_2,4.96s,5994480.0,OPTIMAL,5.06s
j2056_3,3.96s,6323253.0,OPTIMAL,4.76s
j2056_4,6.12s,10648638.0,OPTIMAL,6.34s
j2056_5,2.65s,9581463.0,OPTIMAL,2.76s
j2056_6,4.46s,5542829.0,OPTIMAL,4.64s
j2056_7,6.09s,7707974.0,OPTIMAL,7.87s
